rank,name,summary,p_feasible,p_min_targets,ad_max,feasible,pareto_rank,refined,compressive_strength_q50,compressive_strength_q10,compressive_strength_q90,compressive_strength_p,compressive_strength_ad,static_yield_stress_q50,static_yield_stress_q10,static_yield_stress_q90,static_yield_stress_p,static_yield_stress_ad,flow_table_spread_q50,flow_table_spread_q10,flow_table_spread_q90,flow_table_spread_p,flow_table_spread_ad,powder_kg_m3,cost_per_kg_powder,co2_per_kg_powder,cost_per_m3,co2_per_m3,clinker_fraction,co2_per_mpa,cost_per_mpa,analogue_doi,analogue_distance
1,cand_01,"portland_cement 0.50 / silica_fume 0.12 / fly_ash_class_F 0.38; w/b 0.418; s/b 1.76; superplasticiser_pce 0.33%, vma_cellulose 0.09%",0.06382523140873538,0.23729950482550044,0.4521861190499184,False,0,True,43.425843867943044,26.3946370719685,66.07928191404403,0.6017137135272972,0.4521861190499184,184.93535839817756,1.7731846095358987,5697.360768214314,0.23729950482550044,0.39543976016864296,179.5504806302342,121.03708819540122,252.5627588056612,0.4469980788607143,0.38826844640885017,668.4728508686811,0.19890537851713463,0.4482983564592702,132.96284543046312,299.6752803820726,0.5,11.353642770876824,5.037494740614246,10.3389/fmats.2021.712551,0.4668409339004754
2,cand_02,"portland_cement 0.50 / limestone_powder 0.20 / fly_ash_class_F 0.30; w/b 0.398; s/b 1.79; superplasticiser_pce 0.24%, vma_cellulose 0.02%",0.06864953075917164,0.25109318122725355,0.43836208627418954,False,1,True,43.64742046024103,22.523966840834348,70.32526462727654,0.5875657301964728,0.43836208627418954,146.19656635467118,2.0349356951570603,5167.341735017386,0.25109318122725355,0.24430361271229512,179.74764279547594,124.48871681926755,250.24387360286858,0.46531408247427347,0.33712395643117815,681.0570613979154,0.12280934058569003,0.44811097044795256,83.6401686115058,305.1891407134507,0.5,13.549528947102004,3.7133853553660954,10.3390/ma18225123,0.34584381052974744
3,cand_03,"portland_cement 0.55 / silica_fume 0.15 / limestone_powder 0.30; w/b 0.432; s/b 1.80; superplasticiser_pce 0.26%, vma_cellulose 0.01%",0.06072219537116241,0.22178928500747364,0.7772920670375036,False,3,True,42.49322484895751,30.49435738762333,59.82271224604475,0.6049926339528595,0.7772920670375036,145.32407587688695,1.7621340454330825,6168.448256651876,0.22178928500747364,0.3923468456542019,182.87716245876862,124.72217279778805,251.8009697573939,0.45253983792683017,0.2844426292319869,667.6059626906188,0.21013085958064373,0.49380377599845393,140.28461480134288,329.6663452557105,0.55,10.8107326567082,4.600346648336975,10.1016/j.conbuildmat.2011.06.064,0.3207973325171136
4,cand_04,"portland_cement 0.60 / limestone_powder 0.24 / fly_ash_class_F 0.16; w/b 0.290; s/b 1.76; superplasticiser_pce 0.21%, vma_cellulose 0.09%",0.08200137826860153,0.27168222767833106,0.42901586170487666,False,6,False,46.757486147910974,24.64428718102504,89.45215294002826,0.6523320995741485,0.42901586170487666,182.9523715316295,4.175571034342662,4617.3528381104,0.27168222767833106,0.1813806586612756,182.818715594808,124.61174879484625,246.32571925118634,0.4626911288183217,0.42306622556918444,750.4740240402383,0.1348344832182844,0.5353160244573293,101.18977720021188,401.74077100771456,0.6022339409217238,16.30157805160769,4.106013554253796,10.1016/j.cemconcomp.2024.105869,0.3122653063058131
5,cand_05,"portland_cement 0.67 / limestone_powder 0.13 / fly_ash_class_F 0.21; w/b 0.355; s/b 0.89; superplasticiser_pce 0.33%, vma_cellulose 0.01%",0.08134200105166808,0.27320657211305044,0.4406049306044184,False,7,False,47.75257857767761,24.536339465630682,72.55053901649009,0.665655292577085,0.4406049306044184,197.88123845201932,1.2994052977548738,4608.924498979178,0.27320657211305044,0.1755922959446639,182.92167539565432,125.17690295839442,256.02734574505206,0.4472746868841128,0.32096020678646975,941.3031449107433,0.12110106467885544,0.5848234263963934,113.99281303424596,550.4961304844018,0.6681922049261629,22.435951836071965,4.645876912239561,10.1016/j.conbuildmat.2023.134586,0.12070002461383791
6,cand_06,"portland_cement 0.67 / silica_fume 0.09 / limestone_powder 0.24; w/b 0.399; s/b 1.72; superplasticiser_pce 0.29%, vma_cellulose 0.29%",0.09562234141539663,0.2727413536825859,0.5668467923364113,False,7,False,48.32493487196743,33.55885154062659,69.71070083739906,0.7650134736914018,0.5668467923364113,223.02826050034093,1.415730958430807,4683.87259705625,0.2727413536825859,0.27824883318443383,182.13616938608348,124.62740874195113,249.95309792765818,0.4582888570242138,0.4688756059034353,702.9372645501949,0.20616908699878858,0.6014998853999832,144.9239340497396,422.8166840703199,0.673515455921491,12.59925964863413,4.318501003358044,10.1016/j.conbuildmat.2011.06.064,0.4324980017868971
7,cand_07,"portland_cement 0.70 / limestone_powder 0.30; w/b 0.420; s/b 1.80; superplasticiser_pce 0.21%, vma_cellulose 0.03%",0.06595426648586396,0.2319147222594139,0.4831057261435682,False,7,True,43.60405341117899,24.469554015994042,66.82211881889899,0.5953716142097689,0.4831057261435682,158.33979237541942,1.7303151172066455,5829.522132831065,0.2319147222594139,0.1476632338033944,179.1759995844251,125.8309450310374,247.96247130751232,0.47766833310489043,0.25478084138045676,683.8004828935213,0.1376621884282532,0.6175639952918234,94.13347092341847,422.29055819820115,0.7000000000000001,17.257795459703893,3.8469630816274782,10.1016/j.cemconcomp.2025.106439,0.03158368376932262
8,cand_08,"portland_cement 0.78 / limestone_powder 0.22; w/b 0.377; s/b 1.77; superplasticiser_pce 0.28%, vma_cellulose 0.06%",0.08996234072738381,0.2754200834273738,0.3507585334030792,False,8,False,49.26892855645215,26.475946260319876,76.99023221949487,0.698869579855871,0.3507585334030792,153.03258697043196,1.7910134466554455,4426.76164134007,0.2754200834273738,0.15411506209016573,180.95992352441274,125.08713125139289,248.46889847451513,0.467378794664767,0.348662440169807,712.0224794257352,0.14886991476108294,0.6812478399617344,105.99872582008413,485.06377611298063,0.7752842731773854,18.320923125605415,4.003585925801145,10.1016/j.cscm.2024.e03149,0.08919610182046493
9,cand_09,"portland_cement 0.69 / silica_fume 0.07 / limestone_powder 0.25; w/b 0.292; s/b 0.85; superplasticiser_pce 0.51%, vma_cellulose 0.04%",0.09635125138564958,0.2863205408127488,0.5498007891342692,False,8,False,63.37771416623186,31.327313395259043,97.66949223929043,0.8250465225509722,0.5498007891342692,215.7114611348036,3.8168824343038574,4269.189002547025,0.2863205408127488,0.19957123269080554,187.7370765061284,123.77927242065397,268.35799929234304,0.407874369723616,0.34287298570567654,1023.677216755441,0.1665261792861354,0.6059880154163012,170.46905572854865,620.3361250085125,0.6853264463444552,19.801765864237556,5.441547239551886,10.1016/j.conbuildmat.2011.06.064,0.3325978845628779
10,cand_10,"portland_cement 0.75 / silica_fume 0.11 / fly_ash_class_F 0.14; w/b 0.377; s/b 1.47; superplasticiser_pce 0.40%, vma_cellulose 0.28%",0.10091324006191092,0.2731875170475152,0.6226268891332388,False,8,False,52.35222319083147,33.63409899226697,76.15887319967608,0.80114132958679,0.38632753149950444,203.68720137141034,1.2775794358639891,4623.814998836027,0.2731875170475152,0.3267156915177264,181.30799657751749,125.47530906373044,252.02040165142813,0.4610819940198945,0.6226268891332388,762.2140249161685,0.22537766972945283,0.6624846080557011,171.78602077071315,504.95505955114623,0.7509893783833832,15.013188242897295,5.107495842543889,10.1016/j.conbuildmat.2026.145233,0.3249692786998977
