rank,mix,P_design,AD,tau_s0_Pa,tau_s0_band,athix_Pa_s,verdict,governing,n_max,n_target,p_stable,p_collapse_emp,t_c_min_s,t_c_max_s,t_c_recommended_s,v_recommended_mm_s,reasons
1,portland_cement 0.55 / silica_fume 0.15 / limestone_powder 0.30; w/b 0.419; s/b 1.78; superplasticiser_pce 0.18%,0.15,0.78,393,"(13, 5775)",0.799,non_printable,plastic_collapse,4,30,0.304,0.9383561643835616,207,80,,,plastic collapse expected at layer 4 of 30 (H_max 38 mm < 300 mm)
2,"portland_cement 0.55 / silica_fume 0.15 / limestone_powder 0.30; w/b 0.413; s/b 1.79; superplasticiser_pce 0.68%, vma_cellulose 0.06%",0.16,0.79,516,"(18, 6064)",0.799,non_printable,plastic_collapse,5,30,0.315,0.9246575342465754,202,80,,,plastic collapse expected at layer 5 of 30 (H_max 50 mm < 300 mm)
3,portland_cement 0.55 / silica_fume 0.15 / limestone_powder 0.30; w/b 0.279; s/b 1.75; superplasticiser_pce 0.13%,0.19,0.8,400,"(17, 7047)",0.686,non_printable,plastic_collapse,4,30,0.331,0.9383561643835616,241,80,,,plastic collapse expected at layer 4 of 30 (H_max 38 mm < 300 mm)
4,portland_cement 0.61 / silica_fume 0.10 / limestone_powder 0.29; w/b 0.276; s/b 1.73; superplasticiser_pce 1.20%,0.13,0.69,278,"(20, 10748)",0.576,non_printable,plastic_collapse,3,30,0.308,0.9452054794520548,294,80,,,plastic collapse expected at layer 3 of 30 (H_max 26 mm < 300 mm)
5,portland_cement 0.62 / silica_fume 0.15 / limestone_powder 0.23; w/b 0.403; s/b 0.87; superplasticiser_pce 1.03%,0.12,0.74,276,"(11, 9192)",0.276,non_printable,plastic_collapse,2,30,0.296,0.9452054794520548,613,80,,,plastic collapse expected at layer 2 of 30 (H_max 24 mm < 300 mm)
6,portland_cement 0.70 / limestone_powder 0.30; w/b 0.418; s/b 1.80; superplasticiser_pce 0.99%,0.15,0.52,631,"(12, 7041)",0.638,non_printable,plastic_collapse,6,30,0.301,0.8904109589041096,247,80,,,plastic collapse expected at layer 6 of 30 (H_max 59 mm < 300 mm)
7,"portland_cement 0.70 / silica_fume 0.15 / limestone_powder 0.15; w/b 0.306; s/b 1.65; superplasticiser_pce 0.79%, vma_cellulose 0.33%",0.18,0.73,524,"(25, 8939)",0.435,non_printable,plastic_collapse,5,30,0.325,0.9246575342465754,370,80,,,plastic collapse expected at layer 5 of 30 (H_max 47 mm < 300 mm)
8,portland_cement 0.74 / limestone_powder 0.26; w/b 0.333; s/b 1.80; superplasticiser_pce 1.17%,0.18,0.41,513,"(24, 9170)",0.676,non_printable,plastic_collapse,5,30,0.3215,0.9246575342465754,239,80,,,plastic collapse expected at layer 5 of 30 (H_max 49 mm < 300 mm)
