n,rmse,mae,r2,medape,spearman,slice,level,coverage
650,45.669974586252636,31.75167049304407,-0.08496886302646822,0.13552399709453455,0.07844432119062926,age_d,nan,0.8
647,45.4764111457461,31.531392212594405,-0.09690213973457817,0.13760420446400026,0.07120488550559444,comparability_group,flow_table,0.8068006182380216
280,34.499132121953174,26.909476459424223,-0.14561066491377384,0.1310403901826585,-0.05431819838800697,binder_family,opc,0.8642857142857143
318,55.2953950660191,37.10309194478623,-0.0546065636562032,0.1462641141482941,0.21500556048399477,binder_family,blended,0.7327044025157232
20,40.458540108418994,36.90674646778485,-3.6202405326311213,0.18808888647965483,0.49981271442468345,binder_family,other_binder,0.65
56,33.92116899763052,27.283716982658994,-0.407607207175275,0.16921598635431426,0.16153757997151955,system_type,paste,0.8571428571428571
604,46.345633205912904,32.016487428156864,-0.08358400443430236,0.13418203800977874,0.10232547959254155,system_type,mortar,0.7947019867549668
660,45.4235698523809,31.61491902672068,-0.07974879127329526,0.13771638317428836,0.09329195220607443,is_3dcp,1,0.8
57,44.79202208492091,33.63168600304778,-0.24347984365656639,0.15699732931257215,0.14729129929998128,curing_type,water,0.7894736842105263
103,31.20244451138094,25.714654548275252,-0.012289686456944615,0.1309106751314406,0.08184835933233395,curing_type,moist,0.8252427184466019
38,34.041000083711374,30.136143632577,0.18408780685534243,0.1376576058734933,0.5458960145143016,curing_type,sealed,0.7631578947368421
58,34.07769990496968,26.641862840192186,-0.17178241637336078,0.13325607647328425,0.13139542162499018,curing_type,ambient,0.896551724137931
399,50.911677111268915,33.91857734992603,-0.08922505020819949,0.13782856188457646,0.05227125909414414,curing_type,unknown,0.7819548872180451
