n,rmse,mae,r2,medape,spearman,slice,level,coverage
278,2.5565326479433317,1.974199191690834,0.44461518135110445,0.26849722938798903,0.667717545986984,age_d,28.0,0.8561151079136691
344,2.5240894064993,1.9685030666507226,0.4946204798478928,0.31493524156201935,0.7106563019694341,comparability_group,direct_tension,0.7994186046511628
50,1.668684529253669,1.5366883271510443,-0.4796232991318634,0.6630322828180734,0.3814150819891519,binder_family,opc,0.48
152,2.4544910414389522,1.8819362110234443,0.489113888344615,0.19808797039123083,0.7891444425524067,binder_family,blended,0.7763157894736842
33,1.5442964251621716,1.2674199290095205,0.4590739748465704,0.2590746711122694,0.42343397321289045,binder_family,lc3,0.7878787878787878
77,3.2167655403735607,2.5420189261607957,-0.21918946510012471,0.3941049800702648,-0.0033330703694897435,binder_family,aam,0.974025974025974
65,1.8992321694642131,1.4841728951787996,0.03707683320213906,0.45406303932233066,0.5597525696280599,system_type,paste,0.5076923076923077
279,2.6485764202432875,2.081339844950633,0.41906696186952297,0.2814246646182835,0.6550302493309332,system_type,mortar,0.8673835125448028
343,2.5277639264273666,1.9740607328538555,0.493613824897256,0.3190921182834226,0.7095740921381108,is_3dcp,0,0.7988338192419825
22,3.338134686670299,3.026865796443879,-0.19259613158933853,0.6169120902507435,0.7519189153850658,curing_type,water,1.0
80,2.8206049909505024,2.166218729936959,0.2056868644589459,0.26849722938798903,0.6540721292596429,curing_type,moist,0.7625
65,1.306597604917947,1.0573982490791478,0.6713724649593473,0.27285271855086796,0.8424581094928779,curing_type,sealed,0.5692307692307692
83,2.1079802065850646,1.6942518251040009,0.2929745621678683,0.4254460555019255,0.5898199885577986,curing_type,ambient,0.8674698795180723
59,2.665534295963307,2.2971823389315786,0.5162969688461057,0.2619658552179755,0.6700764215451981,curing_type,heat,0.8983050847457628
35,3.4269308579359667,2.639684666868187,0.22777092572736712,0.3439709197829774,0.6129180830345402,curing_type,unknown,0.8571428571428571
