n,rmse,mae,r2,medape,spearman,slice,level,coverage
35,1.829348765069938,1.2652859945084496,-0.41438210863050773,12.021007317142997,-0.8811850393123599,age_d,0.042,0.42857142857142855
40,2.2918583791906477,1.6485282327848598,-0.025899520109221585,4.233812073738473,-0.5433520059468869,age_d,0.125,0.625
52,4.091777893443285,2.976266499916949,-0.11749334452326199,1.5936659087495475,-0.3952709956153929,age_d,0.25,0.6346153846153846
62,4.045624172775677,3.030704164195249,-0.1006592619230191,0.8253059464405117,-0.16980562444570488,age_d,0.5,0.7096774193548387
238,3.7514494196870056,2.676705625034194,-0.07943270358465226,0.4741841226332665,0.05407398884400904,age_d,1.0,0.8361344537815126
286,5.468038622138347,3.526048629947834,0.023751338116696608,0.4629591865765229,0.048953332366433414,age_d,2.0,0.8216783216783217
560,3.8601592536147282,2.937785815403106,0.32617235156884017,0.39395279694766455,0.15392288357625278,age_d,3.0,0.8517857142857143
771,4.121173038534383,2.8794562552594916,0.38860800508012594,0.34847658225010897,0.39092255040437024,age_d,7.0,0.7976653696498055
68,7.741834559237319,5.789825807750062,0.12780006344612593,1.9288555912608203,0.6250159629353119,age_d,8.0,0.7794117647058824
342,4.312310341837273,3.148672861279692,0.22323569518339825,0.3363360083453346,0.4568576810759258,age_d,14.0,0.7280701754385965
307,4.616584567118987,3.431924747541368,0.11494555073543722,0.3422077308496859,0.34321401817917485,age_d,21.0,0.7003257328990228
1675,5.1130414558037085,3.3840599609343163,0.28423656159809674,0.34726532540281807,0.4888194418158756,age_d,28.0,0.8340298507462687
234,5.000557285990643,4.030447656401609,0.04502934235318046,0.42456208385267963,0.0669077128347062,age_d,56.0,0.7521367521367521
259,5.162216525836177,3.3036571327612694,0.1427334190395686,0.30262715942967533,0.5467667186584123,age_d,90.0,0.7915057915057915
90,2.6241383551375983,2.1882673987510097,0.3312354655069686,0.41573310626166776,0.5584296045076512,age_d,180.0,0.8222222222222222
31,3.8258416551918186,2.9699773224823285,0.3916360636826013,0.3701980085293404,0.68643469839798,age_d,365.0,0.8064516129032258
5061,4.652390684298417,3.2025351967494284,0.28968206712404776,0.3782069365127952,0.4668783244846461,comparability_group,unknown,0.7996443390634262
1558,3.3872143208631593,2.4967980700976753,0.09566411105587669,0.33366766125724945,0.4286245765907248,binder_family,opc,0.8087291399229781
1692,5.771689717717375,3.9090364544208267,0.3757017711930596,0.3710938425534963,0.6520468933331045,binder_family,blended,0.7369976359338062
243,3.7688448685875047,2.838314877039906,-0.0655366444776797,0.3562079991512781,0.2736163482400217,binder_family,lc3,0.9629629629629629
1018,4.487115730311926,3.080336900963478,-0.04414778120414575,0.42419780067774304,0.2185850752056043,binder_family,aam,0.8821218074656189
141,2.8422039572808906,2.395022412394203,0.0035400733332032752,0.36096599761820514,0.5879569373601736,binder_family,csa,0.950354609929078
67,7.526236894320027,6.207469458001133,-1.3447703446338801,0.6893377617796479,-0.17179348595821745,binder_family,cac,0.5373134328358209
60,8.246609624970839,7.426059718500173,-3.0359897561561464,0.4880303547332326,0.2500591967958737,binder_family,mgo,0.4166666666666667
296,3.2373951942225285,2.5507227822268432,0.11988549287730732,0.565568778152798,0.5141953107233247,binder_family,other_binder,0.7601351351351351
301,4.074653852333987,3.1323987785071177,-0.10283049016278589,0.5531513560736103,0.3142099738277542,system_type,paste,0.8704318936877077
4777,4.695731539830947,3.2127304043078144,0.2972294320754746,0.3674159014754064,0.47756992630220113,system_type,mortar,0.7954783336822273
4930,4.688507401922489,3.2102000809508633,0.295028078278432,0.374091286246982,0.46992822978302273,is_3dcp,0,0.795131845841785
148,3.63729721230737,3.1336403690629537,-0.28934309060248187,0.45832660559575655,0.5169648851321396,is_3dcp,1,0.9594594594594594
1462,4.284078893806724,3.3373486215947064,0.18985286515275013,0.41201538340229604,0.41625593724303106,curing_type,water,0.7551299589603283
1255,4.11516956731161,2.8122643833418426,0.4963921948291087,0.33363824890289423,0.5609097657731839,curing_type,moist,0.848605577689243
309,2.8323917171487016,1.905843968134814,0.5705854826076839,0.2738620815672923,0.7711132381536453,curing_type,sealed,0.7637540453074434
474,3.556204558210275,2.55879904631448,0.2748607628858082,0.37095326697516384,0.5272535503981735,curing_type,ambient,0.8481012658227848
539,4.453188937396296,3.5339144715369506,-0.3356544085164328,0.46286993615641536,-0.10443458817731549,curing_type,heat,0.9573283858998145
36,21.02922971522418,20.859844507985034,-61.654279175630535,0.7212637472018752,0.010464516558350453,curing_type,autoclave,0.3611111111111111
1003,5.20389600080486,3.4137176981964106,0.2983281346386738,0.36912677154204665,0.6306920715586324,curing_type,unknown,0.7238285144566301
