n,rmse,mae,r2,medape,spearman,slice,level,coverage
692,19.653492576721867,5.147856668277963,-0.0559624042875535,0.9246771156673254,0.22194314386398897,age_d,nan,0.7991329479768786
42,0.5883577749007236,0.5497995089207163,-12.896192644018978,6.919042467218802,0.5549449613228774,comparability_group,dynamic_yield_model_fit,0.8809523809523809
56,8.952929403945076,3.212481392479812,-0.12838028603382656,0.8487801001844344,-0.5187234069114767,comparability_group,penetration,0.9285714285714286
70,31.497316189405343,6.755286769600233,-0.03730167676224916,0.8459105357398501,0.47960289196879796,comparability_group,rotational_rheometer,0.8857142857142857
76,1.8868883153466678,1.1775574465548526,-0.2745438605970363,0.6711040685591738,0.238362313062903,comparability_group,static_yield_coaxial,0.881578947368421
128,21.967278226536305,7.179577987180987,-0.09594879594882944,0.8027930639418421,0.637798607832038,comparability_group,static_yield_vane,0.7578125
277,16.433453099815424,4.343485893822147,-0.05401708604963251,0.98761065958015,0.22471881937223495,comparability_group,nan,0.7725631768953068
216,22.79377932321965,5.181678625721374,-0.043158949831955784,0.9687602803972291,0.36972808542102736,binder_family,opc,0.7870370370370371
357,12.03019711191322,2.7949412266530618,-0.03839491175115328,0.8791251918350671,0.022972835800326205,binder_family,blended,0.8403361344537815
21,1.1003326859677636,0.8190358059809393,-0.07869318550182469,0.7502875209897355,0.3857376202035202,binder_family,lc3,0.8095238095238095
56,34.89744623068837,15.786582088002215,-0.2322280283956366,0.9825332754538135,0.2542159301308768,binder_family,aam,0.6071428571428571
27,1.5338499593601627,1.0972071901144527,-0.08336581410631516,0.770157425780364,0.26125983753180937,binder_family,csa,1.0
308,10.002353954921851,1.8707437519659467,-0.028069464623759366,0.9488993717108065,0.12186553973057851,system_type,paste,0.8246753246753247
384,24.815845654561876,7.776374319903226,-0.09090308526880553,0.8900876990818745,0.007430236738768793,system_type,mortar,0.7786458333333334
122,0.4082467372312583,0.26173909541574897,-0.40693290737327237,0.9022052783326465,0.0030678753687686943,is_3dcp,0,0.8688524590163934
570,21.654035237655417,6.193657271592332,-0.07178059236965106,0.9257554972693018,0.03822551693138046,is_3dcp,1,0.7842105263157895
39,0.8843260546475538,0.743983711691122,-1.76470826970862,0.7356488498243913,-0.24926574231423482,curing_type,water,0.9743589743589743
47,3.0952332642293086,1.7673173416918073,-0.2146259425078303,1.9512333932092785,-0.009843670680696066,curing_type,moist,0.7659574468085106
25,19.356543693090266,9.4552572802729,-0.28147905426919717,0.9925784069692887,-0.5340800461319242,curing_type,sealed,0.52
81,6.658546145863084,2.6125523368067447,-0.13786831542880895,1.6396808224062673,-0.5571254254736366,curing_type,ambient,0.8148148148148148
494,22.668675196839708,6.071536221673336,-0.062108927501867806,0.8670419495127517,0.450416189802091,curing_type,unknown,0.7975708502024291
