n,rmse,mae,r2,medape,spearman,slice,level,coverage
1065,190.3865918962655,47.24554293099799,-0.01518325053406877,0.9846743434486411,0.3976959013328983,age_d,0.042,0.8610328638497653
1072,316.4689558009272,98.7875176982929,-0.03270716207665436,0.8832322696379751,0.4159759476006888,age_d,0.125,0.808768656716418
1087,478.7321813747633,173.04859132722822,-0.03844833768588085,0.8637213408448208,0.40608726211621315,age_d,0.25,0.8058877644894205
1099,822.2692685573389,313.9163450209432,0.026687743145054177,0.8547916315837486,0.4255404114278142,age_d,0.5,0.7834394904458599
1356,1325.8460310449973,535.1892784322415,0.11871122909189669,0.8072971986122761,0.4420513511597688,age_d,1.0,0.7883480825958702
1440,1906.0779643946428,714.1003427054565,0.10891008436252791,0.7397802378464389,0.48395375200265683,age_d,2.0,0.7756944444444445
1541,2520.469896397847,939.5842464221606,0.08988254548983066,0.7101507990009273,0.4656498713739908,age_d,3.0,0.7728747566515249
1607,3484.820211682002,1293.576399744283,0.07494660671103992,0.6223707412644937,0.49864557111461566,age_d,7.0,0.7927815805849409
1603,4568.280995299697,1571.5784160547637,0.04079778764118258,0.5649128823855147,0.5652273780467234,age_d,14.0,0.8034934497816594
1558,5134.348267011849,1554.2979874895047,0.03238144788886865,0.5393835726968221,0.5787169215871073,age_d,21.0,0.8106546854942234
1621,3010.5913421984637,1382.182247092138,0.15364660299291066,0.5269748884915725,0.5879985842003186,age_d,28.0,0.8167797655768044
997,2025.40022386535,1071.4094489449587,0.21567931995830947,0.5468050801975315,0.5388197268625817,age_d,56.0,0.7953861584754263
749,2653.708256294127,1325.9025125075777,0.24248061287923817,0.5562788544254746,0.5866920712477189,age_d,90.0,0.7690253671562083
29,465.703180165625,412.13719813421045,-0.10670548048774631,0.4354976814488147,0.2913580602174154,age_d,120.0,1.0
294,2072.804913490915,983.8055226724881,-0.14654748912474513,0.5212454683745742,0.43839468304601886,age_d,180.0,0.8197278911564626
807,2989.886190572268,1326.320632005483,0.08626479799825049,0.4772298937847451,0.5319817951347988,comparability_group,drying_prism,0.8587360594795539
16455,2830.4657439179605,888.7323288101838,0.1414900561853485,0.6772374095141789,0.7333281687443658,comparability_group,nan,0.7970829535095716
4306,3347.541217630318,509.6077381939045,0.009886495635920478,0.5823560456366704,0.7985652166030806,binder_family,opc,0.8567115652577798
4678,638.8627182566652,313.78367089302657,0.10750747027128282,0.6598486872369482,0.5473760797127805,binder_family,blended,0.7776827704147071
293,669.7317594635836,417.65492786793095,0.24893824572818846,0.599837080129648,0.7672834460714181,binder_family,lc3,0.8737201365187713
5998,3740.774465469829,1763.0309392292181,0.0946972356736363,0.6954698334216952,0.7032201350830858,binder_family,aam,0.7742580860286762
138,209.83817512449477,137.12659689720493,0.3943819360636339,0.55197067317773,0.8382724657242663,binder_family,csa,0.8333333333333334
55,372.61253770360344,228.36113170218965,0.4243282744994644,0.5490790916522479,0.9904230247683918,binder_family,cac,1.0
392,2352.541706368365,1072.502338383901,-0.011475610965377081,0.9718824490531284,0.636242103925644,binder_family,mgo,0.7040816326530612
161,656.49142658038,377.2838600272191,-0.27577944206643945,0.8747567008297418,0.2994032167290869,binder_family,sulfate,1.0
1249,1435.3985499825228,664.1145522412753,-0.07845001913592764,0.6720616710799809,0.6083996571601837,binder_family,other_binder,0.7862289831865492
3860,3593.0380749840647,1906.9217741353557,0.14207705801538728,0.769494472104748,0.6725904679253146,system_type,paste,0.7033678756476683
13410,2579.388016209302,621.975494315874,0.058281567967446324,0.6278335008350517,0.7419244886465772,system_type,mortar,0.8278150633855332
17124,2840.793524143799,903.8617039971788,0.14341156276516076,0.6645466345645841,0.7421233109658903,is_3dcp,0,0.8003971034804952
146,2426.67388333105,1532.0658061003737,-0.8047750303483123,0.6348667363459073,-0.06452378979986229,is_3dcp,1,0.7534246575342466
3792,1217.3769408480305,455.1124634298488,0.1615618100650229,0.6963995357460195,0.7469522535544015,curing_type,water,0.7943037974683544
6242,1979.2306686022873,819.6828620072941,0.3614360041538063,0.5868998313564466,0.805659579527031,curing_type,moist,0.8176866388977891
2087,4179.121763935077,1632.7646139418164,0.011046223142656242,0.7760768879712636,0.5932839392428637,curing_type,sealed,0.7240057498802108
1792,1401.26232511221,770.2799999157911,-0.008355636380305231,0.7609330058195737,0.7319639032217188,curing_type,ambient,0.8727678571428571
742,3081.665565988687,1187.5401827284334,0.28399867730866013,0.4413378843095983,0.7090632976682126,curing_type,heat,0.8261455525606469
2615,4867.877019705273,1219.9182471253007,0.025885186172788233,0.7860105782422588,0.6384960540271599,curing_type,unknown,0.7694072657743786
