n,rmse,mae,r2,medape,spearman,slice,level,coverage
69,2.8686550981340257,2.079486325798457,-0.07209075351068228,0.3737996099732993,0.479308643425372,age_d,28.0,0.7971014492753623
75,2.828942134313138,2.1364953230386194,-0.12489413389254467,0.46880517989274706,0.3785930784175431,comparability_group,direct_tension,0.7733333333333333
58,3.135951392050665,2.411475656758944,-0.34416275700284604,0.49099048335844775,0.1395549358020421,binder_family,blended,0.7241379310344828
83,2.8519445968217547,2.1425607592437186,-0.15823930696705713,0.46880517989274706,0.3283790004777192,system_type,mortar,0.7951807228915663
83,2.8519445968217547,2.1425607592437186,-0.15823930696705713,0.46880517989274706,0.3283790004777192,is_3dcp,1,0.7951807228915663
37,2.007905321539994,1.7029562142292867,-0.4930769370072423,0.4814309334873996,0.5317500843983665,curing_type,moist,0.8918918918918919
21,3.149686652231283,1.9993371795225312,0.0012666659160909255,0.2488158266345043,0.3550507435181557,curing_type,unknown,0.6190476190476191
